text_chunk,sentiment
"this is the only variety of wellness food that my cat refuses to eat. it is also the only variety that smells horrid. most of the varieties actually smell good, especially the chicken or turkey flavors. this one is nauseating. in fact, the first can i opened smelled so bad that i thought the product was spoiled and opened a second. now, either both were spoiled or neither were and it just smells horrific. too bad, as the product isn't inexpensive (though this amazon sale is, perhaps because it doesn't sell well??).",negative
"this paste not only tastes great, but it also keeps for ever in the refrigerator. i have had one opened pack in there for six months and it's still good. use it in macrobiotic cookery or just to add a nice flavor to grains. i ordered it in bulk and use it sparingly, it's so strong tasting. adds a delicious sweetish honeyish taste to brown rice and fermented food is super good for our digestive system. nice pack that has zip seal, plus inside pack.",positive
"trying to feed a gluten free 6 year old boy is not always easy. this is the only bread mix that i have found that i can acutally make sandwiches with! he loves it as toast and if i cut the center and cut a little thicker slice, he thinks he has a bagel. =) highly recommend.",positive
price is very close to what i found it priced in stores (when i could find it in stores in my area - not now). this is the best flavor for the money! very appreciative that amazon makes it available!!!,positive
"twining's is a 300 year old english tea company with a well deserved reputation for providing the best tasting tea in the world! it is the tea of choice by cunard cruise ships. earl grey is our tea of choice for over 30 years. the quality has never changed, at a time when a lot of name brands are not often reliably maintained. captain john-luc of the starship enterprise would have found twining's tea available and delicious centuries hence. enjoy!",positive
"one of the few brands that is both corn and nut free, the only downside is that the price on amazon currently is a lot more than i pay locally, however, if you can't get this locally this price might be worth it to you. it is a very good item if you have food allergies.",positive
"i ordered this coffee based on all the positive reviews. i was looking for a robust roast that would work well in a french press, which i started using about a year ago. i have tried many different sourced beans and blends and grind them coarse in a burr grinder. i have a few favorites, but i can't always travel to the stores that carry them. finding this particular coffee on amazon was great! it is the robust but smooth brew i was looking for. that it is shade grown and fair trade is a major plus, as i will always search those out as a responsible consumer. i will be ordering this again and again.",positive
"i like the sprout brand very much but i have to say that my daughter is sensitive to italian style food right now and really disliked this meal a lot. perhaps the spices are too strong? not sure but this one was not a hit! she disliked the lasagne too. we are sticking with the holiday turkey, mac and cheese, and peach pumpkin pie. we have yet to try the chicken and vegetable, or the other turkey option but i would recommend this brand, just not the spicier meals.",negative
"i don't normally like chilled coffee, ive tried the bottled coffee from starbucks but its so sweet. however when i saw this coffee offered through the vine program i thought i'd give it a try. its really good, way better then i was expecting by far. it has a nice flavor without being overly sweet. made with low fat milk and cocoa, it does have 81mg/8.45fl oz of caffeine content i can tell for sure. the drink came me nice clean energy with no crash and was much easier on my stomach then normal coffee with store bought cream. only 100 calories per can which is nice the carbs are 19g along with 18grams of sugar. recently ive been very obsessed withe expiration dates so i got this product on march 20th 2012 and it expires august 11th 2012 so roughly 5 months but it doesn't have any preservatives so that's not to bad.. love that its on subscribe and save so instead of $23.19 its only 19.71 so it makes them roughly $1.62 a piece and that's a pretty decent price. ive recently decided to try weight watchers and this drink is 2 points, so also not to bad..",positive
"that's not to bad.. love that its on subscribe and save so instead of $23.19 its only 19.71 so it makes them roughly $1.62 a piece and that's a pretty decent price. ive recently decided to try weight watchers and this drink is 2 points, so also not to bad.. overall i think its a great beverage and i highly recommend it!",positive
"after reading the reviews, and noticing that most if not all of the positive reviews were from the chocolate company, i was really doubting whether i'd made a good choice - i got this as a christmas gift for my mom - and it just got here. there really isn't any filler except in the smallest two boxes, and that's minimal - the rest is chocolate. the tower isn't as big as it looks - the pictures are a bit decieving, but i wanted a treat, not enough chocolate to make someone turn inside out from the sugar high. overall, i'm pleased with it, though i probably wouldn't get it again.",positive
"great deal for the quality of this himalayan salt! i will be purchasing more and giving it as gifts. this stuff tastes great and is actually a healthy addition to the diet, in moderation.<br /><br />why would anyone continue using the ""white death"" table salt that is void of so many essential elements?<br /><br />i also use this to make an all-natural facial and body scrub! we should only ""feed"" our skin what we would put in our mouths!",positive
"i'm not sure what i was expecting with this product as it's sodium free, but my first use of it just made me throw it out. not a pleasant taste at all.",negative
they say do the kind thing! but after you taste them you will find you are doing the yummy thing! these are the best gluten/wheat free bars i have ever had! kids will love them too! and a fiber bonus!,positive
"plum jelly/jam products with minimal ingredients are hard to find. this was just as my husband's grandmother used to make it. a lovely memory every time he enjoys it, and at a reasonable price.",positive
my cat loves temptations and turkey is her favorite.<br />ordering in quantities from amazon is a great time and money saver!<br />she also loves the chicken and tuna...she's very particular...i can't sneak in any other flavors but these three.,positive
"i love sesame in general. it makes foods more satisfying. there are two brands of blue corn sesame chips i know of; this one and one by kettle. i think i might prefer the kettle brand a little over this one since they use sprouted corn. somehow that improves the flavor a little. these are still a 5 star product though. sadly, i just searched for the kettle chips and found they have been discontinued, so not only are these a great choice for sesame blue goodness they are your only choice!<br /><br />of course chips like these are pretty high in fat, so it is not a good idea to eat them too often. they are quite addictive as well. for a little addition to a lunchtime meal you will not be disappointed. i hope you like them as much as i do.<br /><br />-dan",positive
"max is a 24lb corgi/terrier mix who gives beneful an enthusiastic recommendation. he's a picky eater who prefers people food to regular dog food any day of the week, so i didn't hold out much hope when i poured the recommended amount into his bowl. much to my surprise, it was gone in a flash! he acted like this was the best thing he'd seen in his bowl in a long time. we'll continue to supplement max's diet with a bit of canned food, but as long as he's so excited about beneful, we'll keep giving it to him. he did not experience any gastric problems with the change in food, and despite others concerns about the high vegetable content (junk food?), i feel that this is a nice, healthier change for max. the size and ratio of crunchy to soft pieces was very appealing to him, as he has resisted crunchy food in the past. the packaging is great, with a zip top closure that will keep this large bag of beneful fresh for quite a while. a solid recommend from max.",positive
"resisted crunchy food in the past. the packaging is great, with a zip top closure that will keep this large bag of beneful fresh for quite a while. a solid recommend from max.",positive
"i have 5 picky eaters. they seldom agree on any one food but dove right in as soon as this was offered & scraped the bowls clean. expensive, yes, but no waste. not a morsel.",positive
"i'm probably one of the most critical when it comes to replicating the movie theater experience at home. you're looking at a guy whom has a motorized movie screen, projector, sound system, actual 4 head soda fountain and candy display. so, matching the popcorn was a large task. initially i was stuck with buying popcorn and peanut oil. ya, it tasted good but no where near movie theater popcorn. then, i found snappy snappack's and great northern. greath nothern was my first purchase. i challenge you to read all the reviews on here. i can assure you that those whom say the popcorn is too salty are correct. the salt comes in a powder form mixed in with the seeds. if you're careful you can separate the two with some effort. personally, i've gotten used to the salt but i can tell you that it is very salty. the freshness wasn't a factor. i have no doubt that others have gotten less than fresh popcorn. here's a warning: when your package arrives, be careful. don't just slice into it to open the box. the people from amazon literally grab about 20 of the packets and drop them into a box.",positive
"wasn't a factor. i have no doubt that others have gotten less than fresh popcorn. here's a warning: when your package arrives, be careful. don't just slice into it to open the box. the people from amazon literally grab about 20 of the packets and drop them into a box. i was at a city event where they were giving away free popcorn and snapped a picture of the popcorn they were using. snappy snappack: [...] this was not overly salted and tasted more like theater popcorn than great northern i think but they're both a toss up... it's super close.<br /><br />if you're unsure how big your kettle is... go by this: the 2.5oz is only good for one person. the 2.5oz kettles are the ones you see like this:[...]<br /><br />you've seen them at places when you're out and about. so in retrospect i should have gotten the 4.5oz one. i have one of those small nostalgia popcorn cards. 2.5oz will fill up a large popcorn bucket about halfway.<br /><br />another thing i like about this pre-packed popcorn is that it pretty much pops all the seeds. when i used to pop popcorn from walmart popcorn and peanut",positive
"4.5oz one. i have one of those small nostalgia popcorn cards. 2.5oz will fill up a large popcorn bucket about halfway.<br /><br />another thing i like about this pre-packed popcorn is that it pretty much pops all the seeds. when i used to pop popcorn from walmart popcorn and peanut oil it'd only pop about 50% of the seeds... the remaining seeds would fly out of the popper.<br /><br />there are some on here that talk about the buttery/oily mixture not looking fresh. it does come as a semi-solid. you don't need to kneed it, however. simply empty it into the kettle and it will melt on it's own.<br /><br />if you have any questions i'd love to answer them. just reply to this message.",positive
"these are recommended by all vets that i've seen. they are healthy, clean teeth and my dog loves them. i cut them in half though as if he eats a whole (large) one, his tummy doesn't like it. he has a very sensitive stomach though.",positive
"these are wonderful packaged jerky treats, with nothing questionable in them as far as i can tell. i would rather be making my own jerky, but since i don't have the time, tools and space to do so, these are great. i get them delivered every 3 months, and end up paying only $0.67 an ounce, compared to the $1.59 an ounce i would be paying if i bought individual packages from petco. my doggy loves these jerky treats too!",positive
"this tastes so good that apparently our cat thinks so too -- he's constantly poking his furry face around every time we pop open one of these. there is absolutely nothing bad to say about these. i know some people have complained about the poor packaging but i believe that must've been fixed b/c i've not had any problems at all -- in fact, they securely bubble wrap these, then place them in an air-cushioned box and it all arrives perfectly every time.",positive
if you like strawberries you'll love crunchies! only 98 calories per pouch - i snacked on one pouch all day and didn't finish it off! very convenient- resealable. i have other varieties on order!,positive
i bought this exact product previously for under $22 and now it is nearly $54. what happened? the natural and the mango didn't sky rocket. was is a successful product and now they plan to take advantage of their customers? i can do without it at that price.,positive
this coffee is not only bad tasting its .....well you cant really tell what you are drinking.....smells delicious......gotta admit that......but the taste is just awful......stay away from this product.....worst coffee i ever had.,negative
"i've enjoyed ambassador organics products (good food organics) for several years and they have become my brand of choice for coffee and tea. in 2007, i gave ambassador organics coffees and teas as christmas gifts and hostess party gifts and every person (over a dozen) called with sincere thanks for the terrific gift! do yourself a favor and give it a try - you'll be delighted at the rich, smooth taste. s. daniels, chicago, illinois",positive
"if you like a solid, sweet granola this is your boy. it does have a strong vanilla taste which i found very pleasant but not too over powering. the nutritional values aren't too bad, but high in sugar, as you would expect from most granolas. in summary, if you like almonds and vanilla i think you will love munching down a bowl of this stuff.",positive
"i originally purchased these in my local grocery store and loved them, then searched for the items on amazon where i was able to purchase a larger quantity for a great price.<br /><br />the via iced coffee isn't quite as good as if went to starbucks and purchased it directly from them, and it comes already sweetened, so you don't have the option to customize your drink with splenda, etc. however, if you're looking for a quick iced coffee it's a great find. i have a keurig and to make iced coffee, even with the iced coffee pods - i either have to drink my coffee ice cold and watered down or slightly warm. you don't have to worry about that with the starbucks via, it's a powder, so you can have ice cold coffee without having it get too watery.",positive
i was soo craving some cornbread dressing to go with my turkey....i thought i would have to give it up. i knew i liked pamela's products and took a chance and bought the 6pack on here. it was sooo great! i am the only one who needs gluten free and sometimes my friends complain about foods i make or can tell right away that it's gf. not with this mix!! i waited until dinner was almost complete and asked if everyone was satisfied and if everything tasted like it should....they all said it was amazing! that's when i told them the cornbread dressing was gf and the gravy was as well since i used pamela's baking mix to make the gravy!!<br /><br />the other day i was making chili and told me husband how nice it would be to have some cornbread with it. in no time he whipped up a mix and it made a dozen muffins.<br /><br />we are not used to sweet cornbread so i did not put the sugar in the dressing...but we tried half of what was suggested in the muffins and they were good too.<br /><br />i feel like i got a part of,positive
a mix and it made a dozen muffins.<br /><br />we are not used to sweet cornbread so i did not put the sugar in the dressing...but we tried half of what was suggested in the muffins and they were good too.<br /><br />i feel like i got a part of my life back and am able to enjoy the things i love to eat now. so happy!!,positive
this is a great product. my whole family (including my 20 month old) loves it! this coconut water is not as sweet as some of the others i have tried. would highly recommend this product.,positive
"these bbq chips are crisp, well-spiced, & satisfying. i don't eat as many of these at 1 sitting as i do with regular (lay's) bbq chips.<br />we were buying these at costco for a short while. the problem with costco is that when items become very popular, their bulk cost goes up & costco moves on to carry something else. not even central market (tx) carries these! thanks goodness for amazon. i am signing up for the automatic re-ordering program!",positive
"this is a good tasting flavored coffee. the blueberry taste could be a little stronger and the roast could be a little stronger as well, but the light roast does make for a good morning coffee to wake you up and the blueberry flavor makes this a good breakfast coffee as well. this will certainly make my list of regular coffee flavors.",positive
"i love these toothpicks. i used to buy another brand, and i won't name names(thursday plantation), until they changed their recipe. these are nice and hot, just like the description states. great for helping curb those nasty cigarette cravings.",positive
"the idea of putting tomato paste in a tube was just inspired. many recipes don't require an entire can, just enough for flavor. this manufacturer just happens to have made the very most of that idea. love it!",positive
"when i got ready to try this cereal, i got a bit nervous reading the box. clearly, a product with all organic ingredients, nothing artificial, that's high in fiber and has omega-3s was going to be good for me, but how would it taste? at first bite i was very pleasantly surprised. the cereal has a great, crispy-puffy texture and a vanilla sweetness that i'm pretty sure even kids would like. it gives me energy to get through the morning and keeps me full til lunchtime. it would be great as a snack or even a crunchy topping for vanilla ice cream. i enjoy eating this every morning and will definitely buy this cereal in the future.",positive
"a bit of background: i had a mind-blowing, amazing, world-changing earl grey green by ""the teaman"" on etsy. so. good. the bigelow earl grey green was good, but the teaman's stuff was a portal to another world.*<br /><br />i more or less vibrated because i couldn't stop drinking all the caffeinated deliciousness, so the hunt to find a decaf version began.<br /><br />this tea isn't bad, but i think you get the idea that i'm stacking it against a rather compelling competitor. i didn't mind the mint, as another reviewer did, and felt it blended well with the other flavors present. the trouble for me was that this tastes like run-of-the-mill black tea, albeit with some additional flavors and complexity. big kudos for harmony: all the flavors work well together. they just really, really aren't my thing.<br /><br />the main flavor seems to be the breakfast tea flavor. yeah, they took earl grey green and flavored it with black tea extract. i have no idea why. black tea is a dime a dozen if you're into that kind of thing, and i'm not. i think my mother would adore this tea: she eschews most flavored tea and sticks to your",neutral
"took earl grey green and flavored it with black tea extract. i have no idea why. black tea is a dime a dozen if you're into that kind of thing, and i'm not. i think my mother would adore this tea: she eschews most flavored tea and sticks to your basic blacks, though she does like earl grey.<br /><br />i will continue my hunt for an excellent decaf earl grey green. i suspect this one is for black tea lovers who want the health benefits of a green tea.<br /><br />*lest you think i'm a shill, i didn't care for the majority of his teas, but the earl grey green! oh, heaven!!",neutral
"shipping was good. everything arrived by the projected date. the tea is not quite what i expected. i think the green puerh has a very light taste which works well with the mint. when i looked for puerh tea, i really wanted something different. i had finished a box of chinese puerh tea bags that i received as a gift and i am trying to find something similar since i can not find the same brand. otherwise, the mint puerh is o.k.",neutral
"we have several board games but this is the one that they always want to play all the time. i love the original clue but i thought this jr. version would prepare them for that. i think it's doing its job. they are having fun with it and getting the idea of finding out who did what, with what, and at what time. their dad finds it lame and wants me to get the original clue (of course, we're way too big for this game); but i bought it for them, not for us. our kids are enjoying it and we are bonding as a family (with their little sister trying to grab the pieces). now i know that they understand and are interested in the concept of ""whodunnit"" kind of game, we are ready to move on to the next clue. thanks.",positive
"this coffee drink was amazing! i loved how easy it was to just grab out of the fridge and drink! it was especially delicious poured into a cup filled with ice! i enjoyed every sip and felt ready to start the day after drinking it! one of my new favorites that i'll keep on drinking! i would have liked the can to have a screw lid rather than the pop can type of opening style, as then i wouldn't have needed to drink it right away without worrying about it spilling all over. other than that, i really enjoyed this product!",positive
"i only gave this product a four for one reason: there's not a lot of food in the pouch. :)<br />other than that, my kids love this. i have two pretty picky eaters, so any way i can get good food into them is a win with me. applesauce is always a hit with us and i even got my super-picky oldest to try the apple-strawberry (he never eats other applesauce flavors!)<br />it works great to pack into his lunches. i don't have to send an extra spoon. we take these all over the place as snacks because there's no mess. it's wonderful.",positive
"this is the best mint chocolate i have tasted in my entire lifetime. i've given some to friends who don't like mint chocolate, and they loved this stuff. just look at the ingredients. there is nothing extraneous or artificial. a quick tip, you can buy this from whole foods or any other high-end grocery store for about five bucks per 3.5 oz pack.",positive
"easy to use. at first i used too much because i didn't realize it would make so much gravy for so little of the product. after that it was just great. even when i have juices to make gravy, i add some of the sauce to spruce it up.",positive
not rich and complex like other sumatra coffees i have tasted.<br />first cup of fresh bag had an overwhelming sour taste. i plan on returning this bag of coffee as i don't think i can sacrifice 2.5lb worth of mornings to it's lack of character.,negative
"why would someone decides to package glass jars of $11 a piece in the box in which they ship books(you know those flat ""boxes"" that have just a flap for a top and the bottom). box showed up with ""received unsealed"" stamped all over it. two jars leaked out, one because metal cap got dented other because seal got broken and cap unscrewed.<br />it is so sad that even though shipping and handling charges double the price of an item it still arrives damaged when fulfilled by amazon.<br />just a note:this product is great which makes me even more furious that i have to send it back. we love nutella as well but unless they switch from using palm oil i won't be feeding it to my toddlers. after it turned into thick paste in my 3 years old stomach which made him throw up all over himself in the car i'm very careful with products that contain palm oil.",negative
"i and everyone i know grew up eating cerelac wheat. my son loes it and at 19mths he still has 2 bottles of it a day. i make it very thick, as thick as his sippy cup would allow and he devours it. he loves it and i must asdmit, i sneak in a meal every once in a while myself. lol.",positive
i'm a huge fan of blk! i have a case delivered every 2 weeks to my house! i love the idea of the health benefits and the fact that my children drink it not knowing how good it is for them! it's a win-win!,positive
"this licorice is fantastic! great texture and it you can really taste the strawberry. it's nice recognizing all the simple ingredients also. and, for all you purists out there, it is officially ""licorice""; it has licorice root extract...though you can't taste it in the strawberry ;)",positive
"i purchased this for our office so that non coffee drinkers had a hot drink option at work. the apple cider is delicious brewed on the 12 oz. setting, smells wonderful throughout the office, and it's not scary-high in calories (only 80). we are on our second re-order and will continue to offer this in our office as long as green mountain offers it to us!",positive
"these are excellent! they travel quite well and are even tastier when left in the car to chill during the winter time. they are also awesome when car travelling across the deep south and fresh green food is hard to come by!<br /><br />highly addictive, like crack candy!",positive
"i didn't buy this so i can mix it with a liquid and create my own fat free peanut butter. i only bought this to use in green smoothies and protein shakes and for that purpose this stuff is great. i get that nice peanut butter taste added to my smoothies or my yogurt without all the extra fat and calories. i haven't bothered to try eating it plain mixed with water and don't plan to either.<br /><br />i would definitely purchase it again, i am thinking of subscribing too because this price is much cheaper than any store in the area",positive
"these are really nice to have on hand when you do not feel like dehydrating your own flax crackers. they have a nice cinnamon taste to them and pair well with nut butters. they do break easily, but hey they are flax crackers, so that is to be expected - so be careful spreading items on these crackers. another plus is that they are considered raw, processed at low heat and organic as well.<br /><br />if you are into raw food, and looking for a quick snack-type food, these flax crackers are great to have on hand. the only issue is that alot of the crackers were broken up in the bag, but maybe that happened during shipping.<br /><br />overall, i would purchase them again.",positive
"i love to cook and people generally regard me as a fairly good cook. this is a guilty pleasure of mine. growing up my mom would never allow pre-packaged convenience foods in the house so i tried this for the first time at a friend's house and it was a amazing. my friend and i used to argue over where we were eating. his mom had <a href=""http://www.amazon.com/gp/product/b001e52wag"">dinty moore beef stew, 10-ounce packages (pack of 6)</a> and kraft mac and cheese and everyone usually ate in the kitchen from paper bowls. my mom cooked a full dinner every night and served it at the table.<br />as an adult, i usually cook meals properly for my family, but the tangy familiar flavor of kraft mac and cheese is still something i make for lunch every so often. it's fast and easy and takes minimal ingredients. i still feel like i'm being bad somehow whenever i have it.",positive
these are my favorite i tried the other flavors i just dont seem to enjoy them as much as these the banana with the walnuts just killed it for me all the others are just sorta plain to me i guess i highly recommend this,positive
"i purchased this because i have a hard time finding good quality chorizo locally. this was not quite as spicy as i expected, but the flavor and texture were excellent (if i need a touch more heat, i can get it in a number of ways.) it was very good just for snacking, i cooked some with scrambled eggs and a little onion for a nice breakfast burrito, and we have used it in huevos rancheros. i will be keeping some on hand from now on.",positive
"i personally prefer oats to wheat, so i was anxious to try this cereal. i am happy to report that i really like it. it tastes great! it is just slightly sweet, but not too much. it will work well for breakfast or for a snack right out of the box. the cereal has a satisfying crunch too.<br /><br />one of the negative reviews noted that the cereal contains artificial coloring (yellow 5 and yellow 6). i too am puzzled why quaker would want to color the cereal, and that is why i gave it 4 stars instead of 5. i suppose some marketing genius didn't like the color. but quaker oatmeal doesn't have coloring, and people buy plenty of that. i hope that in the future quaker worries more about how its products taste and less about how they look.",positive
"how can something that looks this delicious fail to have any taste? there's dark chocolate but almost no discernible sweetness! so disappointed. for the 190 calories and plenty of protein and great taste, i would recommend <a href=""http://www.amazon.com/gp/product/b004rfvaa8"">zone perfect sweet and salty cashew pretzel -- 1.58 oz each / pack of 12</a>-- out of this world! won't be buying the nature valley ones again!",negative
"these were my first attempt at a high-protein, vitamin-fortified, low-sugar bar, and i was pleasantly surprised. chewy fudge, mild chocolate flavor, no aftertaste. i'll try other bars also, of course, but from what i've been told by friends, it probably doesn't get much better than these.",positive
"macaroni and cheese will probably never be a ""health food"", but it doesn't hurt to compromise and serve it up as a side or even as an entr&eacute;e sometimes. but if you can make it a little more nutritionally balanced and still get the kids to eat it that would be good right?<br /><br />that's where this product comes in. it is basically kraft macaroni and cheese with ""enriched cauliflower pasta product"". so is it ""more nutritious"" than regular mac & cheese? and will the kids eat it?<br /><br />nutritionally i'll compare this product to kraft macaroni & cheese whole grain original flavor.<br /><br /> wg vp<br />total fat 3.5g 3.5g<br />cholesterol 15mg 10mg<br />fiber 5g 3g<br />protein 8g 10g<br />vitamin a 15% 15%<br />vitamin c 0% 15%<br />calcium 15% 15%<br />iron 10% 15%<br /><br />as you can see, total fat is the same for the new product but cholesterol is 33% lower. fiber is also lower, but that's no doubt due to the fact that i'm using whole grain as a baseline. vp isn't relatively low, wg is relatively high. we can also see that vitamin c goes from 0 to 15%, and iron is increased by 50% relative",positive
"is 33% lower. fiber is also lower, but that's no doubt due to the fact that i'm using whole grain as a baseline. vp isn't relatively low, wg is relatively high. we can also see that vitamin c goes from 0 to 15%, and iron is increased by 50% relative to whole grain.<br /><br />as for taste, reviewers agreed that it was ""as good as"" whole wheat. importantly, my incredibly picky 8-year-old boy who loves mac & cheese said that he would eat it again, even after i told him what was in it.<br /><br />in summary, the product offers some attractive nutritional benefits and my kids will eat it. that's a win-win and we'll be buying more.",positive
"i was shopping around for nutritional yeast, and based on the price and the reviews i found online, i decided to go with this brand. it is definitely packed with nutrients and is a great source of many vitamins and minerals. it's flavor is good, although this is the first nutritional yeast i've bought, so i can't compare it to other brands. the smell upon first opening the jar seemed a bit strong, but it wasn't as bad after using it and opening/closing the jar a few times.<br /><br />i am mostly writing this review to let other potential customers know that this product is not vegan. i guess everyone defines veganism a little differently, but this nutritional yeast contains whey from milk, so if you don't want to eat dairy, or can't for some health reason, you should be aware of that before you purchase it. i will quote the ingredients list from another website:<br /><br />""other ingredients: nutritional yeast, calcium carbonate, whey (from milk), magnesium carbonate, potassium phosphate monobasic, choline bitartrate, niacinamide, potassium chloride, d-calcium pantothenate, para aminobenzoic acid, bromelain, gtf chromium yeast, inositol, cyanocobalamin, ferrous sulfate, selenium yeast, papain, pyridoxine hydrochloride, thiamin mononitrate, riboflavin, sodium chloride, zinc",positive
"the ingredients list from another website:<br /><br />""other ingredients: nutritional yeast, calcium carbonate, whey (from milk), magnesium carbonate, potassium phosphate monobasic, choline bitartrate, niacinamide, potassium chloride, d-calcium pantothenate, para aminobenzoic acid, bromelain, gtf chromium yeast, inositol, cyanocobalamin, ferrous sulfate, selenium yeast, papain, pyridoxine hydrochloride, thiamin mononitrate, riboflavin, sodium chloride, zinc sulfate, manganese sulfate, biotin, folic aicd, potassium iodide.""<br /><br />this is the same as what is on my jars' labels. you can get the entire nutritional facts and ingredients from the twinlab website [...] it's a nice product at a reasonable price in a large quantity. in fact, it's going to take me a while to go through two pounds of it (how much yeast can a guy eat?). when i finally do finish it, i won't be ordering again due to the dairy, but if that doesn't bother you, i would actually recommend this product as it seems to be a good deal. i gave it four stars because the dairy thing was really my fault. i should have done some more research of my own.<br /><br />happy shopping.",positive
"bland, and boring... thick crust.<br /><br />my daughter wouldn't eat the fish at all due to the trout's skin which has a slimy consistency.<br /><br />the fish had no flavor and no texture. the crust is like a big, thick blanket of a pre- processed mashed up casing, not a traditional bread crumb / with cheese topping. it has no texture and the flavor is lacking.",negative
"i really like the quality of this grape seed oil. the price was good, the shipping was fast and i have used it a lot in making my essential oil blends. thank you.",positive
"we have been very satisfied with this product. initially we started with a different brand of formula and our baby struggled with constipation. however, she has not had problems with this formula. ideally our baby would only get breastmilk, however she gets a mixture of breastmilk and formula. we feel alot better about giving her organic formula. the only complaint we have is it takes more muscle to mix-- using warm water helps alot! this is the best price we have found too! thanks amazon!",positive
"as far as unsweetened/unflavoured protein powders go, this one is fantastic. i mix it with unsweetened almond milk, and it turns out looking fairly grainy and a bit like pea soup, but tasting really smooth. it's got sort of a grassy, mild flavour. if you, like me, enjoy really bland foods, you'll probably enjoy this. : )",positive
"i received this charming flowering tea set as a gift and am totally pleased with every aspect. the clear glass teapot is the perfect vessel through which to see the tea flowers open. the whole process is a peaceful, zen-like experience. i've tried three of the teas so far, and each has been aromatic, gentle tasting, and even the removed flower (saved for more steeping) is attractive to sight and touch. (oolong is my favorite). i will purchase several of these sets as gifts for some of my tea-sipping friends, and will also enjoy serving these flowering teas to my guests.",positive
"love this cereal but i wish it was easier to find the other varieties. also, yes, this may be a 40.5 oz box but there is way less cereal than that. it comes in two bags and each one is only 3/4 full. the bags are also only about 3/4 as tall as the box. so you are not getting that much cereal for approx. $8. probably better to buy this in the store if you can find it.",positive
"for the longest time, i've found it difficult to justify blowing $3 on a bowl of instant ramen. sure, the stuff's imported and most of what you're paying for is the cost of shipping from japan. you can also get pretty decent domestic bowl ramen for around $1 a bowl. but since most of the ramen bowls coming from socal are korean made (i.e., spicy), it's difficult to find a decent mild flavored japanese ramen bowl. menraku shoyu is mildly flavored (just soy sauce) and not painfully salty like nongshim, so i don't have to throw out half the flavor packet. the texture of the noodles has a nice bit to it. i don't get these very often since they're relatively expensive, but you get what you paid for. highly recommended if you want a real japanese style ramen and want a subtle flavor that isn't spicy.",positive
"these chips are truly unique. naturally colored with beet juice, they are festive and great for entertaining. they are super crisp and thin - and not greasy at all. when you first bite into them, it's almost chocking - they're totally chewable, but stronger than typical chips - so when you first bite into one, it's like you're biting into thin glass - it's almost shocking - but good nonetheless. tasty and light.",positive
"this cat food isn't the highest quality, but it is definitely not the worst. it's far better than any of the purina cat chows available, all of which are offered at a similar price per pound. for the price, this is the best cat food on the market, and you can't beat free shipping!",positive
"please do not buy this product or anything from healthcheck systems! i don't know how they can call themselves by that name. i happened to read another reviewer who found mold in the water reservoir, got an exchange, and had the same thing happen. i used this as intended with the splatter shield, and ran it through multiple de-scalings by using vinegar/water, and the mold did not go away- except some gets into the food basket each time you steam! so, your baby is eating his/her food with mold in it. the company says they don't have this problem- probably because they are ignorant and don't care about me sending it back to test it, and people don't know because it is hard to see into the reservoir. i have only used this for about 4 months and am very clean. the manager hung up on me! they refused to listen to what i had to say, and stand by their 30-day return policy! mold does not grow in 30 days! they must know their product is garbage with that kind of return policy. i can't believe they are allowed to sell products under that name that can cause babies",negative
"listen to what i had to say, and stand by their 30-day return policy! mold does not grow in 30 days! they must know their product is garbage with that kind of return policy. i can't believe they are allowed to sell products under that name that can cause babies and children to get sick! it's no wonder my baby had a temporary ""unknown"" allergy! they do not have any concern! they should not be able to sell on amazon!",negative
"whole family liked all three flavors. we've had some of the other brands of hot chocolates and they were good also but just couldn't get myself to pay that much for hot chocolate. the price was right on these for sure but i was skeptical after reading reviews on the coffees made by this brand. but it's just hot chocolate so i figured what the heck. all three are actually plenty chocolaty on the biggest size serving. honestly, i think they're a little bit better than the other brands we've had.",positive
"i am on amazon to buy more of this brand after we bought a small package locally (about $35) to try it out before ordering online. it is a fabulous dog food that will not only keep your dog's digestive system in great shape (and all you dog owners know what i mean -- less poop, with a solid consistency), but also will cost virtually the same as a cheaper brand, because your dog will need to eat so much less of this good lean protein. we have a 70-lb. lab and i am estimating he will go through one of the $35 bags of small bites per month. not to mention the cost savings and peace of mind in having a healthier dog with fewer vet visits. if you haven't already done so, read all the analyses and reviews on [...] plus their info and faqs sections to educate yourself about dog food. you will never again buy dog food from the grocery store (pure junk!!)or from most vets (used to be good but formulas have been cheapened and changed and they are now mostly junk too!) for now, innova evo is one of several outstanding brands but you",positive
"yourself about dog food. you will never again buy dog food from the grocery store (pure junk!!)or from most vets (used to be good but formulas have been cheapened and changed and they are now mostly junk too!) for now, innova evo is one of several outstanding brands but you must constantly read labels because even good foods change.",positive
this is the second box i received from two different sellers (amazon was the other one) and both arrived all broken up and stale. maybe they are freezing on the way to california but definitely not like the ones i purchased at the store which were fresh & chewy. these were like plastic wrapped broken brick.,negative
being forced to eat gluten-free is no picnic and it is hard to find some of your old favorites that taste as good as the original. this is the best gluten-free cake i have found. it is delicious. very moist and chocolate lovers delight. i would even rate it better than most flour mixes. i have brought this cake to many functions and all who try it fall in love with it. i have tried the sour cream and the mayo preparation and both were excellent. i also throw in a few chocolate chips and top it with cream cheese frosting. yum!!,positive
